lane,comparison_key,dataset,metric,n,mean,sd,min,max,ci95_low,ci95_high
protocol_b_loao,CICIDS2017::Botnet,CICIDS2017,false_unknown_rate_known_attacks,5,0.00477007584603352,0.0003084199997007831,0.0043050492948451,0.0051477830011473,0.004387121836079041,0.005153029855987998
protocol_b_loao,CICIDS2017::Botnet,CICIDS2017,stage1_auc_val,5,0.9999813098052275,3.9385332046208305e-06,0.9999765260490778,0.9999855221028404,0.9999764194703415,0.9999862001401134
protocol_b_loao,CICIDS2017::Botnet,CICIDS2017,stage2_macro_f1_val,5,0.8369022282362779,0.004380849937546186,0.832278502094199,0.8428509631473281,0.8314626845872936,0.8423417718852623
protocol_b_loao,CICIDS2017::BruteForce,CICIDS2017,macro_f1,5,0.7792005124838735,0.00841266560143218,0.7692482672170919,0.7861433070950608,0.7687548084776479,0.789646216490099
protocol_b_loao,CICIDS2017::BruteForce,CICIDS2017,accuracy,5,0.9883963866671166,0.004861413060729262,0.982572306030846,0.9923053558772906,0.9823601450892115,0.9944326282450217
protocol_b_loao,CICIDS2017::BruteForce,CICIDS2017,benign_family_fp_rate,5,0.00557354261388314,0.002634821953621622,0.0035012018186557,0.0090324635834467,0.002301979052394258,0.008845106175372023
protocol_b_loao,CICIDS2017::BruteForce,CICIDS2017,overall_reject_rate,5,0.006308708222244661,0.0027721612407743596,0.0042230546837208,0.0093933155591553,0.002866615412359255,0.009750801032130066
protocol_b_loao,CICIDS2017::BruteForce,CICIDS2017,unknown_detection_rate,5,0.14640522875816991,0.0067853644890620655,0.1394335511982571,0.1568627450980392,0.13798008595741126,0.15483037155892856
protocol_b_loao,CICIDS2017::BruteForce,CICIDS2017,false_unknown_rate_all_known,5,0.006163880668279219,0.0027763694762739334,0.0040832781538988,0.0092498750016891,0.00271656264387803,0.00961119869268041
protocol_b_loao,CICIDS2017::BruteForce,CICIDS2017,false_unknown_rate_known_attacks,5,0.00037083569749531625,0.0005600049156964582,7.092486017670423e-05,0.0013678365891221,-0.00032450224514211126,0.0010661736401327438
protocol_b_loao,CICIDS2017::BruteForce,CICIDS2017,stage1_auc_val,5,0.9999785327497724,5.835753212697375e-06,0.99997187712125,0.9999859786463974,0.9999712867051058,0.9999857787944391
protocol_b_loao,CICIDS2017::BruteForce,CICIDS2017,stage2_macro_f1_val,5,0.991440276927664,0.0002393679199488388,0.9912321112982422,0.9917303032279058,0.9911430623991386,0.9917374914561894
protocol_b_loao,CICIDS2017::DDoS,CICIDS2017,macro_f1,5,0.6149507149978434,0.011545497772241071,0.5990598413167454,0.6284503443697078,0.6006150860727099,0.6292863439229769
protocol_b_loao,CICIDS2017::DDoS,CICIDS2017,accuracy,5,0.9435267118895752,0.0055101076104385185,0.9372796508161496,0.9476966690290574,0.936685009643465,0.9503684141356853
protocol_b_loao,CICIDS2017::DDoS,CICIDS2017,benign_family_fp_rate,5,0.0046173003967449,0.00181834163837008,0.003171063681909,0.0068431264660739,0.00235953104794592,0.006875069745543881
protocol_b_loao,CICIDS2017::DDoS,CICIDS2017,overall_reject_rate,5,0.00942616403991312,0.004054228397002355,0.0062187123845522,0.0139898529693001,0.00439217459885993,0.014460153480966312
protocol_b_loao,CICIDS2017::DDoS,CICIDS2017,unknown_detection_rate,5,0.00063429343870228,0.00012945720700830175,0.0004159301237392,0.0007278777165436,0.0004735510854520594,0.0007950357919525006
protocol_b_loao,CICIDS2017::DDoS,CICIDS2017,false_unknown_rate_all_known,5,0.00982383692628238,0.004236069851551879,0.0064694248537853,0.0145944204444172,0.004564061497734038,0.01508361235483072
protocol_b_loao,CICIDS2017::DDoS,CICIDS2017,false_unknown_rate_known_attacks,5,0.0057331614969782,0.0005623186963172094,0.0050675041603583,0.0064438633150235,0.005034950616244245,0.006431372377712156
protocol_b_loao,CICIDS2017::DDoS,CICIDS2017,stage1_auc_val,5,0.999900684424739,3.131119051465609e-06,0.9998974529312792,0.9999041501198253,0.9998967966269388,0.9999045722225393
protocol_b_loao,CICIDS2017::DDoS,CICIDS2017,stage2_macro_f1_val,5,0.832135833697653,0.006652508898214156,0.8249162678016049,0.842098530911603,0.8238756529010103,0.8403960144942957
protocol_b_loao,CICIDS2017::DoS,CICIDS2017,macro_f1,5,0.780242970703332,0.005011243876529432,0.7725460598291443,0.7850372378912691,0.7740206895956263,0.7864652518110378
protocol_b_loao,CICIDS2017::DoS,CICIDS2017,accuracy,5,0.9874973282485685,0.00037436267317226553,0.9869956014534328,0.9880395531706658,0.9870324955950192,0.9879621609021179
protocol_b_loao,CICIDS2017::DoS,CICIDS2017,benign_family_fp_rate,5,0.00466826909154088,0.0006233760526864984,0.0036228316585097,0.0052677304451072,0.0038942454895776807,0.005442292693504079
protocol_b_loao,CICIDS2017::DoS,CICIDS2017,overall_reject_rate,5,0.02526903130730198,0.00018866554710692083,0.0250300923582284,0.0255205696736525,0.0250347720897579,0.02550329052484606
protocol_b_loao,CICIDS2017::DoS,CICIDS2017,unknown_detection_rate,5,0.9813935281837161,0.017514404872327874,0.95276617954071,0.99830375782881,0.9596465222037819,1.0031405341636501
protocol_b_loao,CICIDS2017::DoS,CICIDS2017,false_unknown_rate_all_known,5,0.008493112424193119,0.0002784360224268208,0.0081959519323444,0.0087934780369092,0.008147388439342679,0.008838836409043559
protocol_b_loao,CICIDS2017::DoS,CICIDS2017,false_unknown_rate_known_attacks,5,0.0032833830650009,0.0002005892557205321,0.0030385502399143,0.0035413319342886,0.0030343186077462264,0.0035324475222555736
protocol_b_loao,CICIDS2017::DoS,CICIDS2017,stage1_auc_val,5,0.9997401294520524,0.00021569381387599382,0.9994038430442354,0.9999253584126794,0.9994723102087273,1.0000079486953775
protocol_b_loao,CICIDS2017::DoS,CICIDS2017,stage2_macro_f1_val,5,0.8569200286782515,0.003918584963995655,0.8523264724260319,0.86296536954796,0.8520544628045554,0.8617855945519475
protocol_b_loao,CICIDS2017::Scan/Recon,CICIDS2017,macro_f1,5,0.597204214331631,0.036442082002007846,0.5327461603819643,0.6206401137621729,0.5519553930901484,0.6424530355731135
